404,レモングラス
405,れんこん
406,レンズ豆
407,ローズヒップティー
408,ローズマリー
409,ローヤルゼリー
410,ローリエ
411,ワカサギ
412,ワカメ
413,ワサビ
414,ワラビ
